State,Jurisdiction,All,Yes,No,County,Facility
Colorado,Rio Grande County - Rio Grande County Jail,100,67,33,Rio Grande County,Rio Grande County Jail
Colorado,Pitkin County - Pitkin County Jail,98,65,33,Pitkin County,Pitkin County Jail
Colorado,Logan County - Logan County Jail,96,55,41,Logan County,Logan County Jail
Colorado,Fremont County - Fremont County Jail,86,48,38,Fremont County,Fremont County Jail
Colorado,Saguache County - Saguache County Jail,81,63,18,Saguache County,Saguache County Jail
Colorado,Lincoln County - Lincoln County Jail,79,44,35,Lincoln County,Lincoln County Jail
Colorado,Chaffee County - Chaffee County Jail,70,52,18,Chaffee County,Chaffee County Jail
Colorado,Kit Carson County - Kit Carson County,65,53,12,Kit Carson County,Kit Carson County
Colorado,Teller County - Teller County Jail,58,26,32,Teller County,Teller County Jail
Colorado,Fremont County - Florence Admax Us Pen.,57,12,45,Fremont County,Florence Admax Us Pen.
Colorado,Park County - Park County Jail,44,28,16,Park County,Park County Jail
Colorado,Archuleta County - Archuleta County Ajil,43,32,11,Archuleta County,Archuleta County Ajil
Colorado,Denver County - Gilliam Youth Center,35,14,21,Denver County,Gilliam Youth Center
Colorado,Arapahoe County - Glendale Police Dept.,30,10,20,Arapahoe County,Glendale Police Dept.
Colorado,Mesa County - Grand Mesa Youth Svcs,28,18,10,Mesa County,Grand Mesa Youth Svcs
Colorado,Huerfano County - Huerfano County Jail,26,17,9,Huerfano County,Huerfano County Jail
Colorado,Conejos County - Conejos County Jail,26,13,13,Conejos County,Conejos County Jail
Colorado,Bent County - Bent County Jail,20,14,6,Bent County,Bent County Jail
Colorado,Denver County - Denver Hold Room,17,7,10,Denver County,Denver Hold Room
Colorado,Costilla County - Costilla County Jail,17,13,4,Costilla County,Costilla County Jail
Colorado,Baca County - Baca County Jail,15,7,8,Baca County,Baca County Jail
Colorado,Sedgwick County - Sedgwich County Jail,14,8,6,Sedgwick County,Sedgwich County Jail
Colorado,Jefferson County - Westminister City Jail,12,4,8,Jefferson County,Westminister City Jail
Colorado,Adams County - Ridge View Academy,12,8,4,Adams County,Ridge View Academy
Colorado,Jefferson County - Lookout Mountain Yth. Svc. Cent,9,6,3,Jefferson County,Lookout Mountain Yth. Svc. Cent
Colorado,La Plata County - Southern Ute Detention Center,9,2,7,La Plata County,Southern Ute Detention Center
Colorado,Cheyenne County - Cheyenne County Jail,8,6,2,Cheyenne County,Cheyenne County Jail
Colorado,Saguache County - Center Police Dept.,8,7,1,Saguache County,Center Police Dept.
Colorado,Adams County - Adams County Juvenile,7,2,5,Adams County,Adams County Juvenile
Colorado,Crowley County - Crowley County Jail,7,6,1,Crowley County,Crowley County Jail
Colorado,Weld County - Platte Valley Youth Services,7,3,4,Weld County,Platte Valley Youth Services
Colorado,Denver County - Monte View Juvenile Facil,5,1,4,Denver County,Monte View Juvenile Facil
Colorado,Adams County - Commerce City - City Jail,4,1,3,Adams County,Commerce City
Colorado,Jefferson County - Mountain View Juv. Det. Center,4,,4,Jefferson County,Mountain View Juv. Det. Center
Colorado,Douglas County - Douglas County Detention Facility,3,3,,Douglas County,Douglas County Detention Facility
Colorado,Arapahoe County - Marvin W. Foote Juvenile,3,,3,Arapahoe County,Marvin W. Foote Juvenile
Colorado,Custer County - Custer County Sheriff Office,3,1,2,Custer County,Custer County Sheriff Office
Colorado,Jackson County - Jackson County Jail,3,2,1,Jackson County,Jackson County Jail
Colorado,Denver County - Regal 8 Inn,3,2,1,Denver County,Regal 8 Inn
Colorado,Pueblo County - Pueblo Youth Center,2,1,1,Pueblo County,Pueblo Youth Center
Colorado,Moffat County - Craig Hold Room,2,2,,Moffat County,Craig Hold Room
Colorado,Rio Grande County - Monte Vista City Jail,2,1,1,Rio Grande County,Monte Vista City Jail
Colorado,La Plata County - Durango Hold Room,2,1,1,La Plata County,Durango Hold Room
Colorado,"Morgan County - High Plains Center, Co",1,,1,Morgan County,"High Plains Center, Co"
Colorado,Arapahoe County - Jefferson Hills,1,1,,Arapahoe County,Jefferson Hills
Colorado,Denver County - Dalhia Street Youth Cente,1,1,,Denver County,Dalhia Street Youth Cente
Colorado,Kiowa County - Kiowa County Jail,1,,1,Kiowa County,Kiowa County Jail
Colorado,Denver County - Dgh Ward 18,1,,1,Denver County,Dgh Ward 18
Colorado,Alamosa County - Comfort Inn,1,,1,Alamosa County,Comfort Inn
Colorado,Fremont County - Pueblo Hold Room,1,,1,Fremont County,Pueblo Hold Room
North Carolina,All,"45,941","28,730","17,211",All,All
North Carolina,Mecklenburg County - Mecklenburg County Jail,"7,069","6,059","1,010",Mecklenburg County,Mecklenburg County Jail
North Carolina,Wake County - N.C. Dept Of Corrections,"5,884","3,976","1,908",Wake County,N.C. Dept Of Corrections
North Carolina,Wake County - Wake County Sheriff Dept.,"5,652","3,908","1,744",Wake County,Wake County Sheriff Dept.
North Carolina,Mecklenburg County - Mecklenburg County Jail Centr,"2,803","1,836",967,Mecklenburg County,Mecklenburg County Jail Centr
North Carolina,Gaston County - Gaston County Jail,"1,651","1,241",410,Gaston County,Gaston County Jail
North Carolina,Forsyth County - Forsyth County Jail,"1,640",868,772,Forsyth County,Forsyth County Jail
North Carolina,Alamance County - Alamance Co. Det. Facility,"1,585","1,245",340,Alamance County,Alamance Co. Det. Facility
North Carolina,Union County - Union County Jail,"1,176",731,445,Union County,Union County Jail
North Carolina,Hertford County - Rivers Correctional Institution,"1,170",883,287,Hertford County,Rivers Correctional Institution
North Carolina,Durham County - Durham County Det. Center,"1,167",484,683,Durham County,Durham County Det. Center
North Carolina,Hertford County - Rivers Federal C.I.,"1,061",535,526,Hertford County,Rivers Federal C.I.
North Carolina,Henderson County - Henderson County Detention Faci,"1,057",749,308,Henderson County,Henderson County Detention Faci
North Carolina,Granville County - Butner Fed.Corr.Inst.,"1,039",627,412,Granville County,Butner Fed.Corr.Inst.
North Carolina,New Hanover County - New Hanover County Detention,748,303,445,New Hanover County,New Hanover County Detention
North Carolina,Guilford County - Guilford County Jail,628,252,376,Guilford County,Guilford County Jail
North Carolina,Johnston County - Johnston County Detention Center,566,296,270,Johnston County,Johnston County Detention Center
North Carolina,Robeson County - Robeson County Jail,546,269,277,Robeson County,Robeson County Jail
North Carolina,Catawba County - Catawba County Jail,536,253,283,Catawba County,Catawba County Jail
North Carolina,Pitt County - Pitt County Detention Center,451,166,285,Pitt County,Pitt County Detention Center
North Carolina,Iredell County - Iredell County Jail,424,178,246,Iredell County,Iredell County Jail
North Carolina,Orange County - Orange County Jail,407,218,189,Orange County,Orange County Jail
North Carolina,Mecklenburg County - Us Marshals Western District,381,71,310,Mecklenburg County,Us Marshals Western District
North Carolina,Duplin County - Duplin County Jail,362,155,207,Duplin County,Duplin County Jail
North Carolina,Randolph County - Randolph County Jail,354,216,138,Randolph County,Randolph County Jail
North Carolina,Buncombe County - Buncombe County Dr.,322,117,205,Buncombe County,Buncombe County Dr.
North Carolina,Rockingham County - Rockingham County Jail,292,116,176,Rockingham County,Rockingham County Jail
North Carolina,Brunswick County - Brunswick County Jail,278,125,153,Brunswick County,Brunswick County Jail
North Carolina,Harnett County - Hartnett County Jail,258,113,145,Harnett County,Hartnett County Jail
North Carolina,Rowan County - Rowan County Detention Center,248,107,141,Rowan County,Rowan County Detention Center
North Carolina,Surry County - Surry County Jail,248,121,127,Surry County,Surry County Jail
North Carolina,Lee County - Lee County Jail,247,95,152,Lee County,Lee County Jail
North Carolina,Sampson County - Sampson County Jail,244,96,148,Sampson County,Sampson County Jail
North Carolina,Hoke County - Hoke County Jail,238,107,131,Hoke County,Hoke County Jail
North Carolina,Wake County - Us Marshals Eastern District,215,65,150,Wake County,Us Marshals Eastern District
North Carolina,Cumberland County - Cumberland County Jail,208,72,136,Cumberland County,Cumberland County Jail
North Carolina,Guilford County - Us Marshals Middle District,199,27,172,Guilford County,Us Marshals Middle District
North Carolina,Caldwell County - Caldwell County Jail,199,85,114,Caldwell County,Caldwell County Jail
North Carolina,Onslow County - Onslow County Jail,197,86,111,Onslow County,Onslow County Jail
North Carolina,Bladen County - Bladen County Jail,179,95,84,Bladen County,Bladen County Jail
North Carolina,Davidson County - Davidson County Jail,176,67,109,Davidson County,Davidson County Jail
North Carolina,Nash County - Nash County Jail,170,65,105,Nash County,Nash County Jail
North Carolina,Lenoir County - Lenoir County Jail,170,53,117,Lenoir County,Lenoir County Jail
North Carolina,Columbus County - Columbus County Jail,151,79,72,Columbus County,Columbus County Jail
North Carolina,Rutherford County - Rutherford County Jail,141,52,89,Rutherford County,Rutherford County Jail
North Carolina,Dare County - Dare County Jail,136,54,82,Dare County,Dare County Jail
North Carolina,Chatham County - Chatham County Jail,132,55,77,Chatham County,Chatham County Jail
North Carolina,Cabarrus County - Cabarrus County Jail,130,62,68,Cabarrus County,Cabarrus County Jail
North Carolina,Macon County - Macon County Jail,127,59,68,Macon County,Macon County Jail
North Carolina,Davie County - Davie County Jail,117,62,55,Davie County,Davie County Jail
North Carolina,Jackson County - Jackson County Jail,117,59,58,Jackson County,Jackson County Jail
North Carolina,Wilson County - Wilson County Jail,116,42,74,Wilson County,Wilson County Jail
North Carolina,Alleghany County - Alleghany County Jail,113,58,55,Alleghany County,Alleghany County Jail
North Carolina,Lincoln County - Lincoln County Jail,112,55,57,Lincoln County,Lincoln County Jail
North Carolina,Yadkin County - Yadkin County Jail,105,67,38,Yadkin County,Yadkin County Jail
North Carolina,Granville County - Granville County Jail,95,36,59,Granville County,Granville County Jail
North Carolina,Moore County - Moore County Jail,88,54,34,Moore County,Moore County Jail
North Carolina,Polk County - Polk County Jail,82,38,44,Polk County,Polk County Jail
North Carolina,Burke County - Burke County Jail,81,39,42,Burke County,Burke County Jail
North Carolina,Haywood County - Haywood County Jail,76,35,41,Haywood County,Haywood County Jail
North Carolina,McDowell County - Mcdowell County Jail,74,26,48,McDowell County,Mcdowell County Jail
North Carolina,Beaufort County - Beaufort County Jail,71,21,50,Beaufort County,Beaufort County Jail
North Carolina,Montgomery County - Montgomery County Jail,70,26,44,Montgomery County,Montgomery County Jail
North Carolina,Carteret County - Carteret County Jail,66,38,28,Carteret County,Carteret County Jail
North Carolina,Cleveland County - Cleveland County Jail,65,15,50,Cleveland County,Cleveland County Jail
North Carolina,Pender County - Pender County Jail,61,33,28,Pender County,Pender County Jail
North Carolina,Ashe County - Ashe County Jail,61,27,34,Ashe County,Ashe County Jail
North Carolina,Richmond County - Richmond County Jail,61,33,28,Richmond County,Richmond County Jail
North Carolina,Washington County - Washington County Jail,61,45,16,Washington County,Washington County Jail
North Carolina,Avery County - Avery County Jail,60,31,29,Avery County,Avery County Jail
North Carolina,Watauga County - Watauga County Jail,60,26,34,Watauga County,Watauga County Jail
North Carolina,Wayne County - Wayne County Jail,57,22,35,Wayne County,Wayne County Jail
North Carolina,Transylvania County - Transylvania County Jail,57,23,34,Transylvania County,Transylvania County Jail
North Carolina,Person County - Person County Jail,53,25,28,Person County,Person County Jail
North Carolina,Greene County - Greene County Jail,50,20,30,Greene County,Greene County Jail
North Carolina,Stanly County - Stanly County Jail,48,24,24,Stanly County,Stanly County Jail
North Carolina,Martin County - Martin County Jail,44,28,16,Martin County,Martin County Jail
North Carolina,Pasquotank County - Albermarie District Jail,39,21,18,Pasquotank County,Albermarie District Jail
North Carolina,Alexander County - Alexander County Jail,38,20,18,Alexander County,Alexander County Jail
North Carolina,Swain County - Swain County Jail,38,18,20,Swain County,Swain County Jail
North Carolina,Vance County - Vance County Jail,37,11,26,Vance County,Vance County Jail
North Carolina,Craven County - Craven County Jail,33,10,23,Craven County,Craven County Jail
North Carolina,Franklin County - Franklin County Detention Center,30,9,21,Franklin County,Franklin County Detention Center
North Carolina,Cherokee County - Cherokee County Jail,29,15,14,Cherokee County,Cherokee County Jail
North Carolina,Clay County - Clay County Jail,28,13,15,Clay County,Clay County Jail
North Carolina,Wilkes County - Wilkes County Jail,27,13,14,Wilkes County,Wilkes County Jail
North Carolina,Scotland County - Scotland County Jail,27,13,14,Scotland County,Scotland County Jail
North Carolina,Yancey County - Yancey County Jail,25,8,17,Yancey County,Yancey County Jail
North Carolina,Mecklenburg County - Charlotte Hold Room,22,4,18,Mecklenburg County,Charlotte Hold Room
North Carolina,Edgecombe County - Edgecombe County Jail,22,12,10,Edgecombe County,Edgecombe County Jail
North Carolina,Jones County - Jones County Jail,20,9,11,Jones County,Jones County Jail
North Carolina,Caswell County - Caswell County Sheriff,17,2,15,Caswell County,Caswell County Sheriff
North Carolina,Halifax County - Halifax County Jail,13,7,6,Halifax County,Halifax County Jail
North Carolina,Stokes County - Stokes County Jail,12,3,9,Stokes County,Stokes County Jail
North Carolina,Currituck County - Currituck County Jail,11,6,5,Currituck County,Currituck County Jail
North Carolina,Anson County - Anson County Jail,10,4,6,Anson County,Anson County Jail
North Carolina,Madison County - Madison County Jail,9,7,2,Madison County,Madison County Jail
North Carolina,Bertie County - Bertie County Jail,9,4,5,Bertie County,Bertie County Jail
North Carolina,Wake County - Raleigh Hold Room,8,1,7,Wake County,Raleigh Hold Room
North Carolina,Pamlico County - Pamlico County Jail,7,1,6,Pamlico County,Pamlico County Jail
North Carolina,Warren County - Warren County Jail,7,3,4,Warren County,Warren County Jail
North Carolina,Hertford County - Hertford County Jail,6,2,4,Hertford County,Hertford County Jail
North Carolina,Graham County - Graham County Jail,6,2,4,Graham County,Graham County Jail
North Carolina,Northampton County - Northampton County Jail,5,1,4,Northampton County,Northampton County Jail
North Carolina,Wake County - Wake County Juv. Det. Center,5,5,,Wake County,Wake County Juv. Det. Center
North Carolina,Mitchell County - Mitchell County Jail,5,3,2,Mitchell County,Mitchell County Jail
North Carolina,Granville County - Bop Butner Low Fci,4,,4,Granville County,Bop Butner Low Fci
North Carolina,Chowan County - Chowan County Jail,3,1,2,Chowan County,Chowan County Jail
North Carolina,Wayne County - Nuese Correctional Institution,3,1,2,Wayne County,Nuese Correctional Institution
North Carolina,Tyrrell County - Tyrrell County Jail,2,,2,Tyrrell County,Tyrrell County Jail
North Carolina,Craven County - Craven Correctional Institution,1,1,,Craven County,Craven Correctional Institution
